investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Cold Cut Credit,Commit,600,90,4,Below,1,71,13,Bookrunner,Bookrunner,None,0.1830985915,0.15
Beef and Broccoli Union,Decline,1400,60,5,Market,0,40,2.6,Bookrunner,Participant,Demoted,0.065,0.04285714286
Cold Cut Credit,Commit,700,110,2,Above,2,38,4.8,Bookrunner,Bookrunner,None,0.1263157895,0.1571428571
Beef and Broccoli Union,Decline,300,40,3,Market,2,27,0.5,Bookrunner,Bookrunner,None,0.01851851852,0.1333333333
Ipanema Investments,Commit,500,70,1,Market,2,137,0,Participant,Bookrunner,Promoted,0,0.14
Bank of Pepperoni Pizza,Commit,2000,270,7,Market,0,198,30.5,Bookrunner,Bookrunner,None,0.154040404,0.135
Bank of Pepperoni Pizza,Commit,1200,220,10,Above,0,92,19.9,Bookrunner,Bookrunner,None,0.2163043478,0.1833333333
Ipanema Investments,Commit,1400,280,5,Market,1,118,16.6,Bookrunner,Bookrunner,None,0.1406779661,0.2
Beef and Broccoli Union,Commit,1100,190,4,Market,1,94,23.6,Bookrunner,Bookrunner,None,0.2510638298,0.1727272727
Cold Cut Credit,Commit,1100,140,3,Market,2,69,11,Bookrunner,Bookrunner,None,0.1594202899,0.1272727273
Cold Cut Credit,Commit,500,70,5,Market,1,25,2.9,Bookrunner,Bookrunner,None,0.116,0.14
Damiba Investment Group,Decline,900,100,2,Market,2,52,6,Bookrunner,Participant,Demoted,0.1153846154,0.1111111111
Bank of Pepperoni Pizza,Commit,900,80,2,Above,2,111,8.5,Participant,Participant,None,0.07657657658,0.08888888889
Damiba Investment Group,Commit,1200,70,1,Market,3,219,22.1,Participant,Participant,None,0.100913242,0.05833333333
Ipanema Investments,Commit,1200,150,2,Market,1,10,2.1,Bookrunner,Bookrunner,None,0.21,0.125
Beef and Broccoli Union,Decline,1000,100,3,Above,2,125,14.5,Bookrunner,Participant,Demoted,0.116,0.1
Cold Cut Credit,Commit,1600,310,1,Market,2,189,3.2,Bookrunner,Bookrunner,None,0.01693121693,0.19375
Bank of Pepperoni Pizza,Commit,1400,140,2,Below,2,122,22.3,Participant,Participant,None,0.1827868852,0.1
Bank of Pepperoni Pizza,Commit,1700,210,8,Market,0,451,70.4,Bookrunner,Bookrunner,None,0.156097561,0.1235294118
Beef and Broccoli Union,Commit,1100,260,7,Market,0,123,44.2,Bookrunner,Bookrunner,None,0.3593495935,0.2363636364
Damiba Investment Group,Decline,400,20,1,Market,2,37,1.9,Bookrunner,Participant,Demoted,0.05135135135,0.05
Ipanema Investments,Decline,1500,50,3,Market,3,239,22.2,Bookrunner,Participant,Demoted,0.09288702929,0.03333333333
Cold Cut Credit,Commit,700,110,3,Below,2,77,11.6,Bookrunner,Bookrunner,None,0.1506493506,0.1571428571
Bank of Pepperoni Pizza,Commit,500,80,5,Market,0,3,0.4,Bookrunner,Bookrunner,None,0.1333333333,0.16
Cold Cut Credit,Commit,1200,170,1,Above,2,193,49.8,Bookrunner,Bookrunner,None,0.2580310881,0.1416666667
Damiba Investment Group,Commit,700,70,2,Below,1,29,4.5,Participant,Participant,None,0.1551724138,0.1
Cold Cut Credit,Commit,1300,220,5,Market,0,58,18.9,Bookrunner,Bookrunner,None,0.325862069,0.1692307692
Cold Cut Credit,Commit,600,120,3,Market,2,84,18.6,Bookrunner,Bookrunner,None,0.2214285714,0.2
Damiba Investment Group,Decline,1600,190,4,Market,1,167,29.4,Bookrunner,Participant,Demoted,0.1760479042,0.11875
Damiba Investment Group,Commit,1300,240,10,Market,1,210,4.4,Bookrunner,Bookrunner,None,0.02095238095,0.1846153846
Damiba Investment Group,Commit,1000,180,6,Market,1,142,26.7,Bookrunner,Bookrunner,None,0.188028169,0.18
Beef and Broccoli Union,Decline,1200,140,8,Market,0,116,27.5,Bookrunner,Participant,Demoted,0.2370689655,0.1166666667
Cold Cut Credit,Commit,1200,220,7,Above,0,95,15.8,Bookrunner,Bookrunner,None,0.1663157895,0.1833333333
Ipanema Investments,Commit,800,170,2,Above,2,76,30.4,Bookrunner,Bookrunner,None,0.4,0.2125
Cold Cut Credit,Commit,600,100,4,Market,1,60,17.2,Bookrunner,Bookrunner,None,0.2866666667,0.1666666667
Bank of Pepperoni Pizza,Commit,600,50,1,Market,2,140,15,Bookrunner,Participant,Demoted,0.1071428571,0.08333333333
Beef and Broccoli Union,Commit,1300,180,8,Market,0,310,61.1,Bookrunner,Bookrunner,None,0.1970967742,0.1384615385
Cold Cut Credit,Decline,700,80,3,Market,2,63,14.9,Bookrunner,Participant,Demoted,0.2365079365,0.1142857143
Ipanema Investments,Commit,1000,110,5,Market,1,140,37.1,Bookrunner,Participant,Demoted,0.265,0.11
Bank of Pepperoni Pizza,Commit,700,100,1,Market,2,101,1.2,Bookrunner,Bookrunner,None,0.01188118812,0.1428571429
Damiba Investment Group,Decline,900,80,3,Market,2,84,18.6,Bookrunner,Participant,Demoted,0.2214285714,0.08888888889
Damiba Investment Group,Commit,1300,180,5,Market,2,204,21,Bookrunner,Bookrunner,None,0.1029411765,0.1384615385
Bank of Pepperoni Pizza,Commit,1500,250,6,Market,1,144,15.8,Bookrunner,Bookrunner,None,0.1097222222,0.1666666667
Beef and Broccoli Union,Commit,700,120,3,Market,2,92,11.7,Bookrunner,Bookrunner,None,0.127173913,0.1714285714
Ipanema Investments,Commit,600,100,4,Market,1,60,15.9,Bookrunner,Bookrunner,None,0.265,0.1666666667
Beef and Broccoli Union,Decline,200,20,1,Market,2,23,0.8,Bookrunner,Bookrunner,None,0.0347826087,0.1
Bank of Pepperoni Pizza,Decline,600,50,1,Below,2,60,10.5,Participant,Participant,None,0.175,0.08333333333
Damiba Investment Group,Commit,1700,280,9,Market,0,185,21.3,Bookrunner,Bookrunner,None,0.1151351351,0.1647058824
Damiba Investment Group,Commit,1400,100,7,Below,0,119,8.8,Participant,Participant,None,0.07394957983,0.07142857143
Damiba Investment Group,Commit,1400,230,4,Below,1,103,28.1,Bookrunner,Bookrunner,None,0.272815534,0.1642857143
Bank of Pepperoni Pizza,Commit,700,130,2,Market,2,80,5.1,Bookrunner,Bookrunner,None,0.06375,0.1857142857
Ipanema Investments,Commit,800,130,3,Market,2,115,14.4,Bookrunner,Bookrunner,None,0.1252173913,0.1625
Ipanema Investments,Commit,700,80,1,Above,2,92,3.5,Bookrunner,Bookrunner,None,0.03804347826,0.1142857143
Beef and Broccoli Union,Commit,1500,180,9,Above,0,97,23.5,Bookrunner,Bookrunner,None,0.2422680412,0.12
Beef and Broccoli Union,Commit,200,30,4,Market,1,23,0.9,Participant,Bookrunner,Promoted,0.03913043478,0.15
Cold Cut Credit,Commit,700,100,1,Market,2,84,18.5,Bookrunner,Bookrunner,None,0.2202380952,0.1428571429
Beef and Broccoli Union,Decline,1800,180,9,Below,0,172,17.4,Bookrunner,Participant,Demoted,0.1011627907,0.1
Beef and Broccoli Union,Commit,1200,310,10,Market,1,235,55.2,Bookrunner,Bookrunner,None,0.234893617,0.2583333333
Ipanema Investments,Commit,1400,240,5,Below,1,98,20.6,Bookrunner,Bookrunner,None,0.2102040816,0.1714285714
Damiba Investment Group,Commit,2000,270,6,Market,1,180,32.4,Bookrunner,Bookrunner,None,0.18,0.135
Beef and Broccoli Union,Commit,500,70,1,Market,3,80,11.1,Bookrunner,Bookrunner,None,0.13875,0.14
Damiba Investment Group,Commit,1500,210,3,Market,2,156,42.3,Bookrunner,Bookrunner,None,0.2711538462,0.14
Ipanema Investments,Commit,200,30,1,Market,2,28,4,Participant,Bookrunner,Promoted,0.1428571429,0.15
Damiba Investment Group,Commit,500,60,1,Market,2,126,17.3,Participant,Participant,None,0.1373015873,0.12
Damiba Investment Group,Commit,1300,280,9,Market,0,193,64.1,Bookrunner,Bookrunner,None,0.3321243523,0.2153846154
Beef and Broccoli Union,Commit,700,100,1,Market,2,57,9.2,Bookrunner,Bookrunner,None,0.1614035088,0.1428571429
Cold Cut Credit,Commit,1500,190,2,Below,1,61,1.8,Bookrunner,Bookrunner,None,0.02950819672,0.1266666667
Bank of Pepperoni Pizza,Commit,1800,240,3,Above,2,133,30.1,Bookrunner,Bookrunner,None,0.2263157895,0.1333333333
Cold Cut Credit,Decline,900,80,3,Market,2,125,20.5,Bookrunner,Participant,Demoted,0.164,0.08888888889
Beef and Broccoli Union,Commit,900,160,2,Market,2,110,19.5,Bookrunner,Bookrunner,None,0.1772727273,0.1777777778
Cold Cut Credit,Commit,1300,240,5,Above,1,186,67.7,Bookrunner,Bookrunner,None,0.3639784946,0.1846153846
Ipanema Investments,Commit,500,70,2,Market,2,57,11.2,Bookrunner,Bookrunner,None,0.1964912281,0.14
Beef and Broccoli Union,Commit,800,120,1,Market,2,62,14.9,Bookrunner,Bookrunner,None,0.2403225806,0.15
Cold Cut Credit,Commit,700,130,2,Market,2,72,19.5,Participant,Bookrunner,Promoted,0.2708333333,0.1857142857
Cold Cut Credit,Commit,700,140,2,Below,2,41,5.9,Participant,Bookrunner,Promoted,0.143902439,0.2
Damiba Investment Group,Commit,1200,150,2,Market,2,95,10.2,Bookrunner,Bookrunner,None,0.1073684211,0.125
Cold Cut Credit,Commit,1300,180,1,Market,2,269,25,Bookrunner,Bookrunner,None,0.09293680297,0.1384615385
Damiba Investment Group,Commit,800,100,2,Market,2,86,20.6,Bookrunner,Bookrunner,None,0.2395348837,0.125
Bank of Pepperoni Pizza,Commit,700,90,4,Market,1,102,16.6,Bookrunner,Bookrunner,None,0.162745098,0.1285714286
Bank of Pepperoni Pizza,Commit,500,100,4,Market,1,57,5,Participant,Bookrunner,Promoted,0.08771929825,0.2
Cold Cut Credit,Commit,400,60,3,Market,2,30,4.4,Bookrunner,Bookrunner,None,0.1466666667,0.15
Damiba Investment Group,Decline,1000,90,4,Market,1,56,2.9,Bookrunner,Participant,Demoted,0.05178571429,0.09
Damiba Investment Group,Commit,400,50,1,Market,2,96,20.7,Bookrunner,Bookrunner,None,0.215625,0.125
Bank of Pepperoni Pizza,Commit,1900,290,2,Market,2,239,2.9,Bookrunner,Bookrunner,None,0.01213389121,0.1526315789
Bank of Pepperoni Pizza,Commit,700,130,1,Market,2,57,8.8,Participant,Bookrunner,Promoted,0.1543859649,0.1857142857
Damiba Investment Group,Commit,900,110,2,Market,2,92,5,Bookrunner,Bookrunner,None,0.05434782609,0.1222222222
Ipanema Investments,Commit,200,30,2,Market,1,6,1.3,Bookrunner,Bookrunner,None,0.2166666667,0.15
Damiba Investment Group,Decline,800,50,2,Market,2,92,14.3,Bookrunner,Participant,Demoted,0.1554347826,0.0625
Cold Cut Credit,Commit,1900,230,4,Market,0,74,4.5,Participant,Bookrunner,Promoted,0.06081081081,0.1210526316
Beef and Broccoli Union,Commit,1400,240,3,Market,2,143,41.8,Bookrunner,Bookrunner,None,0.2923076923,0.1714285714
Cold Cut Credit,Commit,1000,130,5,Market,1,92,21.3,Bookrunner,Bookrunner,None,0.2315217391,0.13
Cold Cut Credit,Commit,400,50,1,Below,2,53,10.3,Bookrunner,Bookrunner,None,0.1943396226,0.125
Beef and Broccoli Union,Decline,1100,150,9,Market,0,131,5.5,Bookrunner,Bookrunner,None,0.04198473282,0.1363636364
Cold Cut Credit,Commit,1300,200,8,Market,0,129,4.5,Bookrunner,Bookrunner,None,0.03488372093,0.1538461538
Cold Cut Credit,Commit,1300,250,5,Above,0,55,9.1,Participant,Bookrunner,Promoted,0.1654545455,0.1923076923
Bank of Pepperoni Pizza,Commit,900,140,2,Market,1,27,6.6,Bookrunner,Bookrunner,None,0.2444444444,0.1555555556
Ipanema Investments,Decline,900,100,2,Above,2,95,7.9,Bookrunner,Participant,Demoted,0.08315789474,0.1111111111
Bank of Pepperoni Pizza,Commit,1000,130,1,Market,2,100,6.9,Participant,Bookrunner,Promoted,0.069,0.13
Beef and Broccoli Union,Commit,1000,130,4,Market,1,133,20.1,Participant,Bookrunner,Promoted,0.1511278195,0.13
Bank of Pepperoni Pizza,Commit,400,50,1,Market,1,2,0.4,Bookrunner,Participant,Demoted,0.2,0.125
Beef and Broccoli Union,Decline,1000,140,1,Market,1,34,3.3,Bookrunner,Bookrunner,None,0.09705882353,0.14
Damiba Investment Group,Commit,700,110,4,Market,1,103,5.5,Bookrunner,Bookrunner,None,0.05339805825,0.1571428571
Beef and Broccoli Union,Commit,700,150,1,Market,2,67,12.6,Bookrunner,Bookrunner,None,0.1880597015,0.2142857143
Bank of Pepperoni Pizza,Commit,1600,190,8,Market,0,371,40.8,Bookrunner,Participant,Demoted,0.1099730458,0.11875
Ipanema Investments,Commit,1100,130,8,Market,0,69,12.4,Bookrunner,Bookrunner,None,0.1797101449,0.1181818182
Damiba Investment Group,Commit,200,20,2,Market,2,10,1.4,Bookrunner,Bookrunner,None,0.14,0.1
Damiba Investment Group,Commit,1500,170,1,Market,2,157,32.7,Bookrunner,Participant,Demoted,0.2082802548,0.1133333333
Beef and Broccoli Union,Commit,1300,290,4,Below,1,171,63.3,Bookrunner,Bookrunner,None,0.3701754386,0.2230769231
Damiba Investment Group,Commit,800,140,2,Market,2,89,0.5,Bookrunner,Bookrunner,None,0.005617977528,0.175
Cold Cut Credit,Commit,1300,220,2,Market,2,90,10.3,Bookrunner,Bookrunner,None,0.1144444444,0.1692307692
Ipanema Investments,Commit,1400,210,2,Below,2,122,14.9,Bookrunner,Bookrunner,None,0.1221311475,0.15
Cold Cut Credit,Commit,300,50,2,Market,2,43,0,Participant,Bookrunner,Promoted,0,0.1666666667
Bank of Pepperoni Pizza,Commit,1200,170,3,Market,2,126,5.9,Participant,Bookrunner,Promoted,0.04682539683,0.1416666667
Cold Cut Credit,Commit,300,70,1,Market,2,70,3.5,Bookrunner,Bookrunner,None,0.05,0.2333333333
Damiba Investment Group,Commit,800,110,2,Market,2,90,1.3,Participant,Bookrunner,Promoted,0.01444444444,0.1375
Cold Cut Credit,Decline,1800,130,1,Market,1,55,7.8,Bookrunner,Participant,Demoted,0.1418181818,0.07222222222
Beef and Broccoli Union,Commit,1000,150,9,Market,0,200,4.4,Bookrunner,Bookrunner,None,0.022,0.15
Ipanema Investments,Commit,1500,360,6,Market,1,106,47.5,Bookrunner,Bookrunner,None,0.4481132075,0.24
Damiba Investment Group,Commit,1900,290,5,Market,1,308,70.8,Bookrunner,Bookrunner,None,0.2298701299,0.1526315789
Cold Cut Credit,Commit,200,40,3,Market,2,17,6.3,Bookrunner,Bookrunner,None,0.3705882353,0.2
Cold Cut Credit,Commit,1100,150,10,Market,0,62,3.6,Bookrunner,Bookrunner,None,0.05806451613,0.1363636364
Bank of Pepperoni Pizza,Commit,1300,220,4,Below,1,171,30.8,Participant,Bookrunner,Promoted,0.1801169591,0.1692307692
Damiba Investment Group,Commit,2300,280,8,Market,0,307,22.7,Bookrunner,Bookrunner,None,0.07394136808,0.1217391304
Cold Cut Credit,Commit,800,150,2,Below,1,40,2.7,Bookrunner,Bookrunner,None,0.0675,0.1875
Cold Cut Credit,Commit,1000,200,6,Market,2,191,1.5,Bookrunner,Bookrunner,None,0.007853403141,0.2
Beef and Broccoli Union,Decline,400,70,2,Market,2,55,2.4,Bookrunner,Bookrunner,None,0.04363636364,0.175
Cold Cut Credit,Commit,1400,270,4,Market,1,111,29.9,Participant,Bookrunner,Promoted,0.2693693694,0.1928571429
Cold Cut Credit,Commit,1800,230,4,Above,1,226,38.6,Bookrunner,Bookrunner,None,0.1707964602,0.1277777778
Bank of Pepperoni Pizza,Commit,400,50,2,Market,2,42,7.6,Bookrunner,Bookrunner,None,0.180952381,0.125
Beef and Broccoli Union,Commit,1700,240,9,Market,0,185,16.7,Bookrunner,Bookrunner,None,0.09027027027,0.1411764706
Damiba Investment Group,Commit,700,90,1,Market,2,57,0.5,Bookrunner,Bookrunner,None,0.008771929825,0.1285714286
Bank of Pepperoni Pizza,Commit,1100,170,7,Market,0,60,18.5,Bookrunner,Bookrunner,None,0.3083333333,0.1545454545
Damiba Investment Group,Commit,1900,380,2,Below,2,115,9.4,Participant,Bookrunner,Promoted,0.08173913043,0.2
Cold Cut Credit,Decline,600,110,1,Market,2,31,1.2,Bookrunner,Bookrunner,None,0.03870967742,0.1833333333
Beef and Broccoli Union,Decline,900,160,2,Market,2,81,6.2,Bookrunner,Bookrunner,None,0.07654320988,0.1777777778
Damiba Investment Group,Commit,700,90,4,Above,1,56,0.3,Participant,Bookrunner,Promoted,0.005357142857,0.1285714286
Ipanema Investments,Decline,300,40,3,Market,1,15,0.8,Bookrunner,Bookrunner,None,0.05333333333,0.1333333333
Cold Cut Credit,Commit,1100,250,6,Market,1,106,42,Bookrunner,Bookrunner,None,0.3962264151,0.2272727273
Beef and Broccoli Union,Decline,1100,120,8,Market,0,70,12.9,Bookrunner,Participant,Demoted,0.1842857143,0.1090909091
Bank of Pepperoni Pizza,Commit,1800,250,4,Above,1,226,23.3,Bookrunner,Bookrunner,None,0.1030973451,0.1388888889
Damiba Investment Group,Commit,1300,170,1,Market,1,50,9.5,Bookrunner,Bookrunner,None,0.19,0.1307692308
Bank of Pepperoni Pizza,Commit,1300,250,3,Market,2,122,47,Bookrunner,Bookrunner,None,0.3852459016,0.1923076923
Damiba Investment Group,Decline,700,80,2,Market,2,37,3.3,Bookrunner,Participant,Demoted,0.08918918919,0.1142857143
Beef and Broccoli Union,Decline,900,160,2,Market,2,69,7.7,Bookrunner,Bookrunner,None,0.1115942029,0.1777777778
Cold Cut Credit,Commit,2000,260,2,Below,1,74,8.2,Bookrunner,Bookrunner,None,0.1108108108,0.13
Bank of Pepperoni Pizza,Commit,500,60,3,Market,2,48,8.5,Bookrunner,Bookrunner,None,0.1770833333,0.12
Ipanema Investments,Commit,300,60,2,Market,2,41,7.9,Bookrunner,Bookrunner,None,0.1926829268,0.2
Beef and Broccoli Union,Commit,1200,300,8,Market,0,142,32.7,Bookrunner,Bookrunner,None,0.2302816901,0.25
Beef and Broccoli Union,Commit,1800,170,6,Market,1,136,20.7,Participant,Participant,None,0.1522058824,0.09444444444
Ipanema Investments,Decline,700,140,2,Below,1,33,0.7,Bookrunner,Bookrunner,None,0.02121212121,0.2
Damiba Investment Group,Commit,900,150,1,Above,2,121,10.9,Bookrunner,Bookrunner,None,0.09008264463,0.1666666667
Bank of Pepperoni Pizza,Commit,700,130,2,Above,2,68,19.3,Bookrunner,Bookrunner,None,0.2838235294,0.1857142857
Ipanema Investments,Commit,1800,230,2,Above,2,226,0.2,Participant,Bookrunner,Promoted,0.0008849557522,0.1277777778
Beef and Broccoli Union,Commit,800,150,3,Above,1,11,4.1,Bookrunner,Bookrunner,None,0.3727272727,0.1875
Cold Cut Credit,Commit,200,20,1,Market,2,13,2.3,Participant,Participant,None,0.1769230769,0.1
Beef and Broccoli Union,Commit,800,100,3,Below,3,177,9,Bookrunner,Bookrunner,None,0.05084745763,0.125
Damiba Investment Group,Commit,1000,200,3,Market,1,44,0,Participant,Bookrunner,Promoted,0,0.2
Bank of Pepperoni Pizza,Commit,800,150,2,Market,2,109,27.6,Bookrunner,Bookrunner,None,0.2532110092,0.1875
Bank of Pepperoni Pizza,Commit,300,30,3,Market,1,15,2.8,Participant,Participant,None,0.1866666667,0.1
Cold Cut Credit,Commit,400,80,1,Below,3,74,24.9,Bookrunner,Bookrunner,None,0.3364864865,0.2
Damiba Investment Group,Commit,400,70,2,Market,2,46,2.9,Bookrunner,Bookrunner,None,0.06304347826,0.175
Damiba Investment Group,Commit,1200,210,3,Market,2,126,0.3,Bookrunner,Bookrunner,None,0.002380952381,0.175
Beef and Broccoli Union,Commit,2100,350,10,Market,0,153,14.7,Bookrunner,Bookrunner,None,0.09607843137,0.1666666667
Damiba Investment Group,Commit,500,70,1,Market,2,52,6.3,Bookrunner,Bookrunner,None,0.1211538462,0.14
Damiba Investment Group,Commit,1500,250,6,Market,1,162,52.3,Bookrunner,Bookrunner,None,0.3228395062,0.1666666667
Cold Cut Credit,Commit,800,100,2,Market,3,131,23.7,Bookrunner,Bookrunner,None,0.1809160305,0.125
Bank of Pepperoni Pizza,Commit,1500,270,9,Market,0,148,14.2,Bookrunner,Bookrunner,None,0.09594594595,0.18
Ipanema Investments,Commit,700,120,4,Market,1,64,6.3,Participant,Bookrunner,Promoted,0.0984375,0.1714285714
Beef and Broccoli Union,Decline,1400,170,3,Market,2,84,5.8,Bookrunner,Bookrunner,None,0.06904761905,0.1214285714
Damiba Investment Group,Commit,1100,160,9,Market,0,115,7.4,Bookrunner,Bookrunner,None,0.06434782609,0.1454545455
Damiba Investment Group,Decline,200,20,1,Market,2,12,1.7,Bookrunner,Participant,Demoted,0.1416666667,0.1
Beef and Broccoli Union,Commit,1500,240,6,Market,1,166,32.7,Bookrunner,Bookrunner,None,0.1969879518,0.16
Cold Cut Credit,Commit,400,60,2,Market,2,33,5.8,Bookrunner,Bookrunner,None,0.1757575758,0.15
Cold Cut Credit,Commit,400,60,1,Market,2,37,6.8,Participant,Bookrunner,Promoted,0.1837837838,0.15
Beef and Broccoli Union,Decline,1000,250,6,Market,1,121,1,Bookrunner,Bookrunner,None,0.00826446281,0.25
Bank of Pepperoni Pizza,Commit,1200,130,4,Market,1,90,15.9,Bookrunner,Participant,Demoted,0.1766666667,0.1083333333
Cold Cut Credit,Commit,1100,170,4,Market,1,124,36.1,Bookrunner,Bookrunner,None,0.2911290323,0.1545454545
Beef and Broccoli Union,Decline,1000,110,9,Above,0,73,11.8,Bookrunner,Participant,Demoted,0.1616438356,0.11
Ipanema Investments,Commit,900,180,2,Market,2,137,33.8,Bookrunner,Bookrunner,None,0.2467153285,0.2
Cold Cut Credit,Commit,600,90,3,Market,2,72,16.9,Bookrunner,Bookrunner,None,0.2347222222,0.15
Ipanema Investments,Commit,1700,310,7,Below,0,244,37.6,Bookrunner,Bookrunner,None,0.1540983607,0.1823529412
Beef and Broccoli Union,Commit,300,50,2,Market,2,39,3.3,Participant,Bookrunner,Promoted,0.08461538462,0.1666666667
Cold Cut Credit,Commit,1000,130,9,Market,0,45,10.1,Bookrunner,Bookrunner,None,0.2244444444,0.13
Bank of Pepperoni Pizza,Commit,900,80,1,Market,2,78,17.6,Bookrunner,Participant,Demoted,0.2256410256,0.08888888889
Ipanema Investments,Decline,1000,120,3,Market,2,61,12.3,Bookrunner,Participant,Demoted,0.2016393443,0.12
Beef and Broccoli Union,Commit,1500,260,3,Market,2,110,24.3,Bookrunner,Bookrunner,None,0.2209090909,0.1733333333
Beef and Broccoli Union,Commit,400,80,3,Market,2,35,8,Bookrunner,Bookrunner,None,0.2285714286,0.2
Cold Cut Credit,Decline,1500,180,7,Market,0,121,20.3,Bookrunner,Participant,Demoted,0.167768595,0.12
Damiba Investment Group,Commit,1100,270,10,Market,0,62,3,Participant,Bookrunner,Promoted,0.04838709677,0.2454545455
Ipanema Investments,Decline,700,60,1,Market,2,56,7.1,Bookrunner,Participant,Demoted,0.1267857143,0.08571428571
Cold Cut Credit,Commit,1800,160,6,Market,2,305,24.7,Bookrunner,Participant,Demoted,0.08098360656,0.08888888889
Cold Cut Credit,Commit,1200,230,5,Market,1,72,3,Bookrunner,Bookrunner,None,0.04166666667,0.1916666667
Cold Cut Credit,Commit,1100,180,7,Market,0,123,0,Participant,Bookrunner,Promoted,0,0.1636363636
